file,package,type,code,status,elapsed,output,R
out/programs/withr/examples/with_timezone.Rd.R,stringr,examples,NA,0,0.8320000000000007,NA,vanilla-gdb
out/programs/withr/examples/with_timezone.Rd.R,stringr,examples,NA,0,2.0390000000000015,NA,dyntrace
out/programs/withr/examples/with_timezone.Rd.R,stringr,examples,NA,0,2.3969999999999914,NA,dyntrace-gdb
out/programs/withr/examples/withr.Rd.R,stringr,examples,NA,0,0.1559999999999988,NA,vanilla
out/programs/withr/examples/withr.Rd.R,stringr,examples,NA,0,0.6199999999999974,NA,vanilla-gdb
out/programs/withr/examples/withr.Rd.R,stringr,examples,NA,0,2.180000000000007,NA,dyntrace
out/programs/withr/examples/withr.Rd.R,stringr,examples,NA,0,2.3670000000000186,NA,dyntrace-gdb
out/programs/withr/tests/testthat.R,stringr,tests,NA,0,2.088000000000001,NA,vanilla
out/programs/withr/tests/testthat.R,stringr,tests,NA,0,9.616,NA,vanilla-gdb
out/programs/withr/tests/testthat.R,stringr,tests,NA,0,20.568000000000012,NA,dyntrace
out/programs/withr/tests/testthat.R,stringr,tests,NA,0,32.56399999999999,NA,dyntrace-gdb
out/programs/stringr/examples/case.Rd.R,withr,examples,NA,0,0.16999999999999993,NA,vanilla
out/programs/stringr/examples/case.Rd.R,withr,examples,NA,0,0.5650000000000004,NA,vanilla-gdb
out/programs/stringr/examples/case.Rd.R,withr,examples,NA,0,1.3610000000000007,NA,dyntrace
out/programs/stringr/examples/case.Rd.R,withr,examples,NA,0,5.545000000000002,NA,dyntrace-gdb
out/programs/stringr/examples/invert_match.Rd.R,withr,examples,NA,0,0.17300000000000004,NA,vanilla
out/programs/stringr/examples/invert_match.Rd.R,withr,examples,NA,0,0.5449999999999999,NA,vanilla-gdb
out/programs/stringr/examples/invert_match.Rd.R,withr,examples,NA,0,1.3300000000000003,NA,dyntrace
out/programs/stringr/examples/invert_match.Rd.R,withr,examples,NA,0,5.567999999999998,NA,dyntrace-gdb
out/programs/stringr/examples/modifiers.Rd.R,withr,examples,NA,0,0.17400000000000015,NA,vanilla
out/programs/stringr/examples/modifiers.Rd.R,withr,examples,NA,0,0.5539999999999994,NA,vanilla-gdb
out/programs/stringr/examples/modifiers.Rd.R,withr,examples,NA,0,1.3990000000000002,NA,dyntrace
out/programs/stringr/examples/modifiers.Rd.R,withr,examples,NA,0,5.619,NA,dyntrace-gdb
out/programs/stringr/examples/str_c.Rd.R,withr,examples,NA,0,0.1679999999999997,NA,vanilla
out/programs/stringr/examples/str_c.Rd.R,withr,examples,NA,0,0.5360000000000005,NA,vanilla-gdb
out/programs/stringr/examples/str_c.Rd.R,withr,examples,NA,0,1.3380000000000005,NA,dyntrace
out/programs/stringr/examples/str_c.Rd.R,withr,examples,NA,0,5.726000000000013,NA,dyntrace-gdb
out/programs/stringr/examples/str_conv.Rd.R,withr,examples,NA,0,0.16800000000000015,NA,vanilla
out/programs/stringr/examples/str_conv.Rd.R,withr,examples,NA,0,0.5449999999999999,NA,vanilla-gdb
out/programs/stringr/examples/str_conv.Rd.R,withr,examples,NA,0,1.3379999999999992,NA,dyntrace
out/programs/stringr/examples/str_conv.Rd.R,withr,examples,NA,0,5.1780000000000115,NA,dyntrace-gdb
out/programs/stringr/examples/str_count.Rd.R,withr,examples,NA,0,0.1759999999999997,NA,vanilla
out/programs/stringr/examples/str_count.Rd.R,withr,examples,NA,0,0.556,NA,vanilla-gdb
out/programs/stringr/examples/str_count.Rd.R,withr,examples,NA,0,1.4429999999999996,NA,dyntrace
